Creating 1000 new traders and sending orders:
Received: 1000 messages

Order Book(BTC -> ETH)
Entries: 1000, Bids: 496, Asks: 504
{'q': 2000, 'p_low': 94, 'p_high': 119, 'u_max': 481, 'order_type': 'sell', 'order_id': 'Trader0:1'}
{'q': 1598, 'p_low': 80, 'p_high': 102, 'u_max': 490, 'order_type': 'sell', 'order_id': 'Trader878:1'}
{'q': 1741, 'p_low': 84, 'p_high': 117, 'u_max': 452, 'order_type': 'buy', 'order_id': 'Trader880:1'}
{'q': 1415, 'p_low': 94, 'p_high': 105, 'u_max': 453, 'order_type': 'sell', 'order_id': 'Trader882:1'}
{'q': 1020, 'p_low': 92, 'p_high': 108, 'u_max': 410, 'order_type': 'buy', 'order_id': 'Trader884:1'}
{'q': 1545, 'p_low': 89, 'p_high': 118, 'u_max': 498, 'order_type': 'buy', 'order_id': 'Trader886:1'}
{'q': 1768, 'p_low': 81, 'p_high': 107, 'u_max': 414, 'order_type': 'sell', 'order_id': 'Trader888:1'}
{'q': 1921, 'p_low': 85, 'p_high': 103, 'u_max': 454, 'order_type': 'buy', 'order_id': 'Trader890:1'}
{'q': 1283, 'p_low': 89, 'p_high': 107, 'u_max': 460, 'order_type': 'buy', 'order_id': 'Trader892:1'}
{'q': 1674, 'p_low': 88, 'p_high': 107, 'u_max': 426, 'order_type': 'buy', 'order_id': 'Trader894:1'}
{'q': 1205, 'p_low': 87, 'p_high': 120, 'u_max': 467, 'order_type': 'sell', 'order_id': 'Trader896:1'}
{'q': 1646, 'p_low': 99, 'p_high': 112, 'u_max': 411, 'order_type': 'sell', 'order_id': 'Trader898:1'}
{'q': 1114, 'p_low': 92, 'p_high': 103, 'u_max': 465, 'order_type': 'buy', 'order_id': 'Trader900:1'}
{'q': 1470, 'p_low': 89, 'p_high': 110, 'u_max': 428, 'order_type': 'sell', 'order_id': 'Trader902:1'}
{'q': 1631, 'p_low': 86, 'p_high': 109, 'u_max': 453, 'order_type': 'sell', 'order_id': 'Trader904:1'}
{'q': 1532, 'p_low': 86, 'p_high': 112, 'u_max': 411, 'order_type': 'buy', 'order_id': 'Trader906:1'}
{'q': 1153, 'p_low': 88, 'p_high': 116, 'u_max': 406, 'order_type': 'buy', 'order_id': 'Trader908:1'}
{'q': 1268, 'p_low': 81, 'p_high': 106, 'u_max': 430, 'order_type': 'buy', 'order_id': 'Trader910:1'}
{'q': 1891, 'p_low': 90, 'p_high': 115, 'u_max': 458, 'order_type': 'buy', 'order_id': 'Trader912:1'}
{'q': 1494, 'p_low': 98, 'p_high': 106, 'u_max': 500, 'order_type': 'sell', 'order_id': 'Trader914:1'}
{'q': 1446, 'p_low': 83, 'p_high': 101, 'u_max': 496, 'order_type': 'sell', 'order_id': 'Trader916:1'}
{'q': 1525, 'p_low': 94, 'p_high': 103, 'u_max': 483, 'order_type': 'sell', 'order_id': 'Trader918:1'}
{'q': 1486, 'p_low': 84, 'p_high': 107, 'u_max': 450, 'order_type': 'buy', 'order_id': 'Trader920:1'}
{'q': 1008, 'p_low': 89, 'p_high': 101, 'u_max': 450, 'order_type': 'buy', 'order_id': 'Trader922:1'}
{'q': 1180, 'p_low': 80, 'p_high': 102, 'u_max': 453, 'order_type': 'sell', 'order_id': 'Trader924:1'}
{'q': 1182, 'p_low': 99, 'p_high': 101, 'u_max': 469, 'order_type': 'buy', 'order_id': 'Trader926:1'}
{'q': 1665, 'p_low': 89, 'p_high': 107, 'u_max': 454, 'order_type': 'sell', 'order_id': 'Trader928:1'}
{'q': 1950, 'p_low': 84, 'p_high': 109, 'u_max': 429, 'order_type': 'sell', 'order_id': 'Trader930:1'}
{'q': 1313, 'p_low': 95, 'p_high': 101, 'u_max': 423, 'order_type': 'buy', 'order_id': 'Trader932:1'}
{'q': 1527, 'p_low': 81, 'p_high': 115, 'u_max': 423, 'order_type': 'sell', 'order_id': 'Trader934:1'}
{'q': 1873, 'p_low': 85, 'p_high': 104, 'u_max': 481, 'order_type': 'buy', 'order_id': 'Trader936:1'}
{'q': 1273, 'p_low': 87, 'p_high': 117, 'u_max': 498, 'order_type': 'buy', 'order_id': 'Trader938:1'}
{'q': 1539, 'p_low': 83, 'p_high': 104, 'u_max': 444, 'order_type': 'sell', 'order_id': 'Trader940:1'}
{'q': 1621, 'p_low': 94, 'p_high': 104, 'u_max': 414, 'order_type': 'buy', 'order_id': 'Trader942:1'}
{'q': 1939, 'p_low': 82, 'p_high': 102, 'u_max': 422, 'order_type': 'buy', 'order_id': 'Trader944:1'}
{'q': 1017, 'p_low': 96, 'p_high': 120, 'u_max': 475, 'order_type': 'sell', 'order_id': 'Trader946:1'}
{'q': 1423, 'p_low': 80, 'p_high': 120, 'u_max': 495, 'order_type': 'sell', 'order_id': 'Trader948:1'}
{'q': 1134, 'p_low': 86, 'p_high': 120, 'u_max': 407, 'order_type': 'buy', 'order_id': 'Trader950:1'}
{'q': 1294, 'p_low': 88, 'p_high': 110, 'u_max': 483, 'order_type': 'buy', 'order_id': 'Trader952:1'}
{'q': 1488, 'p_low': 84, 'p_high': 118, 'u_max': 490, 'order_type': 'sell', 'order_id': 'Trader954:1'}
{'q': 1843, 'p_low': 89, 'p_high': 110, 'u_max': 482, 'order_type': 'sell', 'order_id': 'Trader956:1'}
{'q': 1698, 'p_low': 81, 'p_high': 109, 'u_max': 449, 'order_type': 'sell', 'order_id': 'Trader958:1'}
{'q': 1090, 'p_low': 91, 'p_high': 115, 'u_max': 443, 'order_type': 'sell', 'order_id': 'Trader960:1'}
{'q': 1699, 'p_low': 86, 'p_high': 104, 'u_max': 415, 'order_type': 'sell', 'order_id': 'Trader962:1'}
{'q': 1201, 'p_low': 81, 'p_high': 107, 'u_max': 482, 'order_type': 'sell', 'order_id': 'Trader964:1'}
{'q': 1910, 'p_low': 83, 'p_high': 110, 'u_max': 475, 'order_type': 'buy', 'order_id': 'Trader966:1'}
{'q': 1832, 'p_low': 98, 'p_high': 102, 'u_max': 400, 'order_type': 'buy', 'order_id': 'Trader968:1'}
{'q': 1138, 'p_low': 80, 'p_high': 118, 'u_max': 448, 'order_type': 'buy', 'order_id': 'Trader970:1'}
{'q': 1591, 'p_low': 87, 'p_high': 120, 'u_max': 477, 'order_type': 'sell', 'order_id': 'Trader972:1'}
{'q': 1069, 'p_low': 83, 'p_high': 106, 'u_max': 406, 'order_type': 'buy', 'order_id': 'Trader974:1'}
{'q': 1493, 'p_low': 80, 'p_high': 114, 'u_max': 425, 'order_type': 'buy', 'order_id': 'Trader976:1'}
{'q': 1431, 'p_low': 96, 'p_high': 110, 'u_max': 404, 'order_type': 'sell', 'order_id': 'Trader978:1'}
{'q': 1012, 'p_low': 94, 'p_high': 101, 'u_max': 482, 'order_type': 'buy', 'order_id': 'Trader980:1'}
{'q': 1368, 'p_low': 92, 'p_high': 111, 'u_max': 417, 'order_type': 'sell', 'order_id': 'Trader982:1'}
{'q': 1470, 'p_low': 93, 'p_high': 113, 'u_max': 438, 'order_type': 'sell', 'order_id': 'Trader984:1'}
{'q': 1667, 'p_low': 93, 'p_high': 112, 'u_max': 456, 'order_type': 'buy', 'order_id': 'Trader986:1'}
{'q': 1247, 'p_low': 86, 'p_high': 104, 'u_max': 408, 'order_type': 'buy', 'order_id': 'Trader988:1'}
{'q': 1910, 'p_low': 87, 'p_high': 107, 'u_max': 488, 'order_type': 'buy', 'order_id': 'Trader990:1'}
{'q': 1188, 'p_low': 82, 'p_high': 104, 'u_max': 438, 'order_type': 'buy', 'order_id': 'Trader992:1'}
{'q': 1546, 'p_low': 89, 'p_high': 102, 'u_max': 449, 'order_type': 'sell', 'order_id': 'Trader994:1'}
{'q': 1683, 'p_low': 85, 'p_high': 113, 'u_max': 443, 'order_type': 'buy', 'order_id': 'Trader996:1'}
{'q': 1144, 'p_low': 81, 'p_high': 101, 'u_max': 454, 'order_type': 'sell', 'order_id': 'Trader998:1'}
{'q': 1913, 'p_low': 84, 'p_high': 108, 'u_max': 450, 'order_type': 'sell', 'order_id': 'Trader1:1'}
{'q': 1714, 'p_low': 80, 'p_high': 119, 'u_max': 431, 'order_type': 'buy', 'order_id': 'Trader5:1'}
{'q': 1276, 'p_low': 99, 'p_high': 120, 'u_max': 482, 'order_type': 'buy', 'order_id': 'Trader9:1'}
{'q': 1279, 'p_low': 95, 'p_high': 120, 'u_max': 492, 'order_type': 'buy', 'order_id': 'Trader13:1'}
{'q': 1361, 'p_low': 93, 'p_high': 102, 'u_max': 488, 'order_type': 'sell', 'order_id': 'Trader17:1'}
{'q': 1862, 'p_low': 96, 'p_high': 119, 'u_max': 472, 'order_type': 'sell', 'order_id': 'Trader21:1'}
{'q': 1437, 'p_low': 88, 'p_high': 117, 'u_max': 414, 'order_type': 'buy', 'order_id': 'Trader25:1'}
{'q': 1324, 'p_low': 98, 'p_high': 108, 'u_max': 443, 'order_type': 'sell', 'order_id': 'Trader29:1'}
{'q': 1959, 'p_low': 83, 'p_high': 112, 'u_max': 405, 'order_type': 'buy', 'order_id': 'Trader33:1'}
{'q': 1739, 'p_low': 83, 'p_high': 119, 'u_max': 449, 'order_type': 'sell', 'order_id': 'Trader37:1'}
{'q': 1187, 'p_low': 86, 'p_high': 102, 'u_max': 464, 'order_type': 'sell', 'order_id': 'Trader41:1'}
{'q': 1878, 'p_low': 81, 'p_high': 104, 'u_max': 431, 'order_type': 'buy', 'order_id': 'Trader45:1'}
{'q': 1136, 'p_low': 91, 'p_high': 111, 'u_max': 462, 'order_type': 'sell', 'order_id': 'Trader49:1'}
{'q': 1847, 'p_low': 82, 'p_high': 106, 'u_max': 457, 'order_type': 'buy', 'order_id': 'Trader53:1'}
{'q': 1688, 'p_low': 85, 'p_high': 107, 'u_max': 492, 'order_type': 'sell', 'order_id': 'Trader57:1'}
{'q': 1601, 'p_low': 87, 'p_high': 118, 'u_max': 466, 'order_type': 'sell', 'order_id': 'Trader61:1'}
{'q': 1645, 'p_low': 86, 'p_high': 116, 'u_max': 409, 'order_type': 'sell', 'order_id': 'Trader65:1'}
{'q': 1515, 'p_low': 92, 'p_high': 107, 'u_max': 474, 'order_type': 'sell', 'order_id': 'Trader69:1'}
{'q': 1554, 'p_low': 86, 'p_high': 117, 'u_max': 438, 'order_type': 'sell', 'order_id': 'Trader73:1'}
{'q': 1501, 'p_low': 84, 'p_high': 111, 'u_max': 455, 'order_type': 'sell', 'order_id': 'Trader77:1'}
{'q': 1060, 'p_low': 87, 'p_high': 113, 'u_max': 451, 'order_type': 'buy', 'order_id': 'Trader81:1'}
{'q': 1993, 'p_low': 80, 'p_high': 115, 'u_max': 494, 'order_type': 'buy', 'order_id': 'Trader85:1'}
{'q': 1759, 'p_low': 80, 'p_high': 106, 'u_max': 488, 'order_type': 'sell', 'order_id': 'Trader89:1'}
{'q': 1838, 'p_low': 97, 'p_high': 109, 'u_max': 486, 'order_type': 'buy', 'order_id': 'Trader93:1'}
{'q': 1250, 'p_low': 83, 'p_high': 110, 'u_max': 438, 'order_type': 'sell', 'order_id': 'Trader97:1'}
{'q': 1747, 'p_low': 99, 'p_high': 118, 'u_max': 469, 'order_type': 'sell', 'order_id': 'Trader101:1'}
{'q': 1354, 'p_low': 95, 'p_high': 119, 'u_max': 425, 'order_type': 'buy', 'order_id': 'Trader105:1'}
{'q': 1984, 'p_low': 88, 'p_high': 103, 'u_max': 498, 'order_type': 'buy', 'order_id': 'Trader109:1'}
{'q': 1228, 'p_low': 82, 'p_high': 106, 'u_max': 495, 'order_type': 'buy', 'order_id': 'Trader113:1'}
{'q': 1584, 'p_low': 83, 'p_high': 111, 'u_max': 478, 'order_type': 'sell', 'order_id': 'Trader117:1'}
{'q': 1404, 'p_low': 84, 'p_high': 113, 'u_max': 413, 'order_type': 'buy', 'order_id': 'Trader121:1'}
{'q': 1435, 'p_low': 97, 'p_high': 114, 'u_max': 454, 'order_type': 'sell', 'order_id': 'Trader125:1'}
{'q': 1367, 'p_low': 84, 'p_high': 112, 'u_max': 403, 'order_type': 'buy', 'order_id': 'Trader129:1'}
{'q': 1691, 'p_low': 87, 'p_high': 108, 'u_max': 428, 'order_type': 'buy', 'order_id': 'Trader133:1'}
{'q': 1136, 'p_low': 84, 'p_high': 118, 'u_max': 476, 'order_type': 'sell', 'order_id': 'Trader137:1'}
{'q': 1946, 'p_low': 99, 'p_high': 105, 'u_max': 475, 'order_type': 'sell', 'order_id': 'Trader141:1'}
{'q': 1968, 'p_low': 94, 'p_high': 107, 'u_max': 430, 'order_type': 'sell', 'order_id': 'Trader145:1'}
{'q': 1095, 'p_low': 80, 'p_high': 108, 'u_max': 466, 'order_type': 'sell', 'order_id': 'Trader149:1'}
{'q': 1653, 'p_low': 80, 'p_high': 119, 'u_max': 481, 'order_type': 'sell', 'order_id': 'Trader153:1'}
{'q': 1083, 'p_low': 80, 'p_high': 117, 'u_max': 494, 'order_type': 'buy', 'order_id': 'Trader157:1'}
{'q': 1991, 'p_low': 98, 'p_high': 105, 'u_max': 410, 'order_type': 'sell', 'order_id': 'Trader161:1'}
{'q': 1245, 'p_low': 87, 'p_high': 110, 'u_max': 450, 'order_type': 'buy', 'order_id': 'Trader165:1'}
{'q': 1894, 'p_low': 89, 'p_high': 115, 'u_max': 436, 'order_type': 'buy', 'order_id': 'Trader169:1'}
{'q': 1976, 'p_low': 98, 'p_high': 110, 'u_max': 468, 'order_type': 'buy', 'order_id': 'Trader173:1'}
{'q': 1878, 'p_low': 91, 'p_high': 111, 'u_max': 444, 'order_type': 'sell', 'order_id': 'Trader177:1'}
{'q': 1133, 'p_low': 93, 'p_high': 103, 'u_max': 416, 'order_type': 'sell', 'order_id': 'Trader181:1'}
{'q': 1690, 'p_low': 98, 'p_high': 112, 'u_max': 405, 'order_type': 'buy', 'order_id': 'Trader185:1'}
{'q': 1636, 'p_low': 90, 'p_high': 113, 'u_max': 471, 'order_type': 'buy', 'order_id': 'Trader189:1'}
{'q': 1830, 'p_low': 93, 'p_high': 114, 'u_max': 460, 'order_type': 'sell', 'order_id': 'Trader193:1'}
{'q': 1475, 'p_low': 84, 'p_high': 112, 'u_max': 492, 'order_type': 'buy', 'order_id': 'Trader197:1'}
{'q': 1568, 'p_low': 88, 'p_high': 110, 'u_max': 412, 'order_type': 'sell', 'order_id': 'Trader201:1'}
{'q': 1419, 'p_low': 87, 'p_high': 105, 'u_max': 450, 'order_type': 'sell', 'order_id': 'Trader205:1'}
{'q': 1364, 'p_low': 96, 'p_high': 117, 'u_max': 404, 'order_type': 'sell', 'order_id': 'Trader209:1'}
{'q': 1971, 'p_low': 96, 'p_high': 107, 'u_max': 458, 'order_type': 'buy', 'order_id': 'Trader213:1'}
{'q': 1585, 'p_low': 90, 'p_high': 117, 'u_max': 414, 'order_type': 'buy', 'order_id': 'Trader217:1'}
{'q': 1479, 'p_low': 83, 'p_high': 106, 'u_max': 408, 'order_type': 'sell', 'order_id': 'Trader221:1'}
{'q': 1374, 'p_low': 98, 'p_high': 105, 'u_max': 436, 'order_type': 'buy', 'order_id': 'Trader225:1'}
{'q': 1908, 'p_low': 89, 'p_high': 111, 'u_max': 402, 'order_type': 'buy', 'order_id': 'Trader229:1'}
{'q': 1977, 'p_low': 80, 'p_high': 109, 'u_max': 402, 'order_type': 'buy', 'order_id': 'Trader233:1'}
{'q': 1305, 'p_low': 97, 'p_high': 108, 'u_max': 472, 'order_type': 'buy', 'order_id': 'Trader237:1'}
{'q': 1592, 'p_low': 99, 'p_high': 102, 'u_max': 464, 'order_type': 'sell', 'order_id': 'Trader241:1'}
{'q': 1538, 'p_low': 88, 'p_high': 113, 'u_max': 410, 'order_type': 'sell', 'order_id': 'Trader245:1'}
{'q': 1075, 'p_low': 99, 'p_high': 107, 'u_max': 431, 'order_type': 'sell', 'order_id': 'Trader249:1'}
{'q': 1504, 'p_low': 80, 'p_high': 110, 'u_max': 409, 'order_type': 'buy', 'order_id': 'Trader253:1'}
{'q': 1487, 'p_low': 94, 'p_high': 108, 'u_max': 457, 'order_type': 'buy', 'order_id': 'Trader257:1'}
{'q': 1497, 'p_low': 96, 'p_high': 113, 'u_max': 498, 'order_type': 'buy', 'order_id': 'Trader261:1'}
{'q': 1472, 'p_low': 91, 'p_high': 103, 'u_max': 408, 'order_type': 'sell', 'order_id': 'Trader265:1'}
{'q': 1620, 'p_low': 80, 'p_high': 120, 'u_max': 493, 'order_type': 'buy', 'order_id': 'Trader269:1'}
{'q': 1601, 'p_low': 80, 'p_high': 118, 'u_max': 492, 'order_type': 'sell', 'order_id': 'Trader273:1'}
{'q': 1924, 'p_low': 86, 'p_high': 109, 'u_max': 410, 'order_type': 'buy', 'order_id': 'Trader277:1'}
{'q': 1740, 'p_low': 81, 'p_high': 107, 'u_max': 418, 'order_type': 'buy', 'order_id': 'Trader281:1'}
{'q': 1902, 'p_low': 83, 'p_high': 113, 'u_max': 465, 'order_type': 'buy', 'order_id': 'Trader285:1'}
{'q': 1756, 'p_low': 99, 'p_high': 105, 'u_max': 491, 'order_type': 'buy', 'order_id': 'Trader289:1'}
{'q': 1529, 'p_low': 95, 'p_high': 112, 'u_max': 481, 'order_type': 'buy', 'order_id': 'Trader293:1'}
{'q': 1950, 'p_low': 91, 'p_high': 117, 'u_max': 437, 'order_type': 'buy', 'order_id': 'Trader297:1'}
{'q': 1794, 'p_low': 88, 'p_high': 110, 'u_max': 421, 'order_type': 'sell', 'order_id': 'Trader301:1'}
{'q': 1174, 'p_low': 87, 'p_high': 101, 'u_max': 479, 'order_type': 'buy', 'order_id': 'Trader305:1'}
{'q': 1529, 'p_low': 93, 'p_high': 101, 'u_max': 477, 'order_type': 'buy', 'order_id': 'Trader309:1'}
{'q': 1781, 'p_low': 85, 'p_high': 115, 'u_max': 409, 'order_type': 'buy', 'order_id': 'Trader313:1'}
{'q': 1469, 'p_low': 86, 'p_high': 113, 'u_max': 483, 'order_type': 'sell', 'order_id': 'Trader317:1'}
{'q': 1328, 'p_low': 82, 'p_high': 108, 'u_max': 473, 'order_type': 'buy', 'order_id': 'Trader321:1'}
{'q': 1237, 'p_low': 90, 'p_high': 115, 'u_max': 486, 'order_type': 'buy', 'order_id': 'Trader325:1'}
{'q': 1637, 'p_low': 99, 'p_high': 110, 'u_max': 444, 'order_type': 'buy', 'order_id': 'Trader329:1'}
{'q': 1721, 'p_low': 80, 'p_high': 110, 'u_max': 425, 'order_type': 'sell', 'order_id': 'Trader333:1'}
{'q': 1065, 'p_low': 83, 'p_high': 111, 'u_max': 491, 'order_type': 'buy', 'order_id': 'Trader337:1'}
{'q': 1344, 'p_low': 81, 'p_high': 106, 'u_max': 414, 'order_type': 'buy', 'order_id': 'Trader341:1'}
{'q': 1258, 'p_low': 92, 'p_high': 116, 'u_max': 487, 'order_type': 'buy', 'order_id': 'Trader345:1'}
{'q': 1463, 'p_low': 82, 'p_high': 118, 'u_max': 499, 'order_type': 'buy', 'order_id': 'Trader349:1'}
{'q': 1162, 'p_low': 88, 'p_high': 119, 'u_max': 427, 'order_type': 'buy', 'order_id': 'Trader353:1'}
{'q': 1418, 'p_low': 80, 'p_high': 120, 'u_max': 457, 'order_type': 'sell', 'order_id': 'Trader357:1'}
{'q': 1039, 'p_low': 97, 'p_high': 104, 'u_max': 492, 'order_type': 'buy', 'order_id': 'Trader361:1'}
{'q': 1364, 'p_low': 84, 'p_high': 104, 'u_max': 456, 'order_type': 'buy', 'order_id': 'Trader365:1'}
{'q': 1189, 'p_low': 80, 'p_high': 112, 'u_max': 499, 'order_type': 'sell', 'order_id': 'Trader369:1'}
{'q': 1089, 'p_low': 83, 'p_high': 106, 'u_max': 442, 'order_type': 'buy', 'order_id': 'Trader373:1'}
{'q': 1722, 'p_low': 85, 'p_high': 115, 'u_max': 499, 'order_type': 'sell', 'order_id': 'Trader377:1'}
{'q': 1187, 'p_low': 93, 'p_high': 105, 'u_max': 455, 'order_type': 'buy', 'order_id': 'Trader381:1'}
{'q': 1539, 'p_low': 91, 'p_high': 109, 'u_max': 457, 'order_type': 'sell', 'order_id': 'Trader385:1'}
{'q': 1581, 'p_low': 91, 'p_high': 104, 'u_max': 494, 'order_type': 'buy', 'order_id': 'Trader389:1'}
{'q': 1080, 'p_low': 80, 'p_high': 108, 'u_max': 409, 'order_type': 'sell', 'order_id': 'Trader393:1'}
{'q': 1947, 'p_low': 87, 'p_high': 119, 'u_max': 429, 'order_type': 'buy', 'order_id': 'Trader397:1'}
{'q': 1485, 'p_low': 88, 'p_high': 107, 'u_max': 459, 'order_type': 'buy', 'order_id': 'Trader401:1'}
{'q': 1048, 'p_low': 82, 'p_high': 113, 'u_max': 411, 'order_type': 'buy', 'order_id': 'Trader405:1'}
{'q': 1012, 'p_low': 83, 'p_high': 116, 'u_max': 416, 'order_type': 'buy', 'order_id': 'Trader409:1'}
{'q': 1093, 'p_low': 85, 'p_high': 109, 'u_max': 430, 'order_type': 'buy', 'order_id': 'Trader413:1'}
{'q': 1159, 'p_low': 88, 'p_high': 108, 'u_max': 414, 'order_type': 'buy', 'order_id': 'Trader417:1'}
{'q': 1336, 'p_low': 95, 'p_high': 109, 'u_max': 498, 'order_type': 'sell', 'order_id': 'Trader421:1'}
{'q': 1050, 'p_low': 83, 'p_high': 105, 'u_max': 401, 'order_type': 'sell', 'order_id': 'Trader425:1'}
{'q': 1681, 'p_low': 97, 'p_high': 113, 'u_max': 409, 'order_type': 'sell', 'order_id': 'Trader429:1'}
{'q': 1328, 'p_low': 88, 'p_high': 110, 'u_max': 456, 'order_type': 'buy', 'order_id': 'Trader433:1'}
{'q': 1088, 'p_low': 92, 'p_high': 119, 'u_max': 468, 'order_type': 'buy', 'order_id': 'Trader437:1'}
{'q': 1337, 'p_low': 80, 'p_high': 111, 'u_max': 487, 'order_type': 'buy', 'order_id': 'Trader441:1'}
{'q': 1293, 'p_low': 93, 'p_high': 103, 'u_max': 481, 'order_type': 'sell', 'order_id': 'Trader445:1'}
{'q': 1396, 'p_low': 91, 'p_high': 106, 'u_max': 403, 'order_type': 'buy', 'order_id': 'Trader449:1'}
{'q': 1158, 'p_low': 82, 'p_high': 105, 'u_max': 472, 'order_type': 'buy', 'order_id': 'Trader453:1'}
{'q': 1416, 'p_low': 84, 'p_high': 105, 'u_max': 473, 'order_type': 'buy', 'order_id': 'Trader457:1'}
{'q': 1815, 'p_low': 98, 'p_high': 110, 'u_max': 497, 'order_type': 'buy', 'order_id': 'Trader461:1'}
{'q': 1776, 'p_low': 94, 'p_high': 114, 'u_max': 491, 'order_type': 'sell', 'order_id': 'Trader465:1'}
{'q': 1136, 'p_low': 96, 'p_high': 103, 'u_max': 408, 'order_type': 'sell', 'order_id': 'Trader469:1'}
{'q': 1729, 'p_low': 96, 'p_high': 101, 'u_max': 499, 'order_type': 'sell', 'order_id': 'Trader473:1'}
{'q': 1331, 'p_low': 99, 'p_high': 107, 'u_max': 497, 'order_type': 'buy', 'order_id': 'Trader477:1'}
{'q': 1323, 'p_low': 81, 'p_high': 119, 'u_max': 451, 'order_type': 'buy', 'order_id': 'Trader481:1'}
{'q': 1520, 'p_low': 92, 'p_high': 108, 'u_max': 471, 'order_type': 'sell', 'order_id': 'Trader485:1'}
{'q': 1604, 'p_low': 96, 'p_high': 112, 'u_max': 456, 'order_type': 'sell', 'order_id': 'Trader489:1'}
{'q': 1466, 'p_low': 93, 'p_high': 113, 'u_max': 407, 'order_type': 'buy', 'order_id': 'Trader493:1'}
{'q': 1367, 'p_low': 93, 'p_high': 119, 'u_max': 479, 'order_type': 'sell', 'order_id': 'Trader497:1'}
{'q': 1180, 'p_low': 84, 'p_high': 101, 'u_max': 461, 'order_type': 'buy', 'order_id': 'Trader501:1'}
{'q': 1011, 'p_low': 91, 'p_high': 110, 'u_max': 445, 'order_type': 'buy', 'order_id': 'Trader505:1'}
{'q': 1776, 'p_low': 87, 'p_high': 102, 'u_max': 448, 'order_type': 'buy', 'order_id': 'Trader509:1'}
{'q': 1814, 'p_low': 89, 'p_high': 101, 'u_max': 424, 'order_type': 'buy', 'order_id': 'Trader513:1'}
{'q': 1522, 'p_low': 96, 'p_high': 101, 'u_max': 434, 'order_type': 'sell', 'order_id': 'Trader517:1'}
{'q': 1527, 'p_low': 92, 'p_high': 104, 'u_max': 473, 'order_type': 'buy', 'order_id': 'Trader521:1'}
{'q': 1159, 'p_low': 94, 'p_high': 114, 'u_max': 430, 'order_type': 'sell', 'order_id': 'Trader525:1'}
{'q': 1843, 'p_low': 81, 'p_high': 103, 'u_max': 412, 'order_type': 'buy', 'order_id': 'Trader529:1'}
{'q': 1333, 'p_low': 85, 'p_high': 119, 'u_max': 454, 'order_type': 'buy', 'order_id': 'Trader533:1'}
{'q': 1916, 'p_low': 89, 'p_high': 111, 'u_max': 497, 'order_type': 'buy', 'order_id': 'Trader537:1'}
{'q': 1501, 'p_low': 84, 'p_high': 115, 'u_max': 470, 'order_type': 'sell', 'order_id': 'Trader541:1'}
{'q': 1595, 'p_low': 92, 'p_high': 116, 'u_max': 407, 'order_type': 'sell', 'order_id': 'Trader545:1'}
{'q': 1515, 'p_low': 97, 'p_high': 110, 'u_max': 427, 'order_type': 'sell', 'order_id': 'Trader549:1'}
{'q': 1606, 'p_low': 97, 'p_high': 114, 'u_max': 480, 'order_type': 'buy', 'order_id': 'Trader553:1'}
{'q': 1333, 'p_low': 96, 'p_high': 112, 'u_max': 475, 'order_type': 'buy', 'order_id': 'Trader557:1'}
{'q': 1337, 'p_low': 90, 'p_high': 115, 'u_max': 403, 'order_type': 'buy', 'order_id': 'Trader561:1'}
{'q': 1457, 'p_low': 87, 'p_high': 105, 'u_max': 487, 'order_type': 'buy', 'order_id': 'Trader565:1'}
{'q': 1137, 'p_low': 98, 'p_high': 109, 'u_max': 464, 'order_type': 'buy', 'order_id': 'Trader569:1'}
{'q': 1829, 'p_low': 94, 'p_high': 117, 'u_max': 432, 'order_type': 'sell', 'order_id': 'Trader573:1'}
{'q': 1503, 'p_low': 82, 'p_high': 114, 'u_max': 474, 'order_type': 'sell', 'order_id': 'Trader577:1'}
{'q': 1224, 'p_low': 97, 'p_high': 116, 'u_max': 430, 'order_type': 'buy', 'order_id': 'Trader581:1'}
{'q': 1438, 'p_low': 81, 'p_high': 115, 'u_max': 496, 'order_type': 'buy', 'order_id': 'Trader585:1'}
{'q': 1775, 'p_low': 93, 'p_high': 105, 'u_max': 407, 'order_type': 'sell', 'order_id': 'Trader589:1'}
{'q': 1166, 'p_low': 90, 'p_high': 107, 'u_max': 444, 'order_type': 'sell', 'order_id': 'Trader593:1'}
{'q': 1627, 'p_low': 96, 'p_high': 118, 'u_max': 457, 'order_type': 'buy', 'order_id': 'Trader597:1'}
{'q': 1198, 'p_low': 90, 'p_high': 112, 'u_max': 459, 'order_type': 'buy', 'order_id': 'Trader601:1'}
{'q': 1581, 'p_low': 85, 'p_high': 111, 'u_max': 478, 'order_type': 'sell', 'order_id': 'Trader605:1'}
{'q': 1651, 'p_low': 81, 'p_high': 112, 'u_max': 466, 'order_type': 'sell', 'order_id': 'Trader609:1'}
{'q': 1335, 'p_low': 90, 'p_high': 110, 'u_max': 406, 'order_type': 'sell', 'order_id': 'Trader613:1'}
{'q': 1472, 'p_low': 94, 'p_high': 116, 'u_max': 419, 'order_type': 'buy', 'order_id': 'Trader617:1'}
{'q': 1416, 'p_low': 82, 'p_high': 111, 'u_max': 418, 'order_type': 'sell', 'order_id': 'Trader621:1'}
{'q': 1582, 'p_low': 97, 'p_high': 106, 'u_max': 417, 'order_type': 'buy', 'order_id': 'Trader625:1'}
{'q': 1319, 'p_low': 90, 'p_high': 102, 'u_max': 459, 'order_type': 'sell', 'order_id': 'Trader629:1'}
{'q': 1556, 'p_low': 88, 'p_high': 117, 'u_max': 476, 'order_type': 'sell', 'order_id': 'Trader633:1'}
